Date & Time     , T(C)  , H(%) 
2024/5/14 13:0:0 , 26.70 , 57.0
2024/5/14 13:30:0 , 26.80 , 56.0
2024/5/14 14:0:0 , 26.80 , 56.0
2024/5/14 14:30:0 , 26.90 , 55.0
2024/5/14 15:0:0 , 26.90 , 52.0
2024/5/14 15:30:0 , 26.90 , 53.0
2024/5/14 16:0:0 , 26.80 , 53.0
2024/5/14 16:30:0 , 26.80 , 54.0
2024/5/14 17:0:0 , 26.80 , 55.0
2024/5/14 17:30:0 , 26.70 , 56.0
2024/5/14 18:0:0 , 26.70 , 56.0
2024/5/14 18:30:0 , 26.70 , 57.0
2024/5/14 19:0:0 , 26.60 , 57.0
2024/5/14 19:30:0 , 26.70 , 59.0
2024/5/14 20:0:0 , 26.60 , 59.0
2024/5/14 20:30:0 , 26.60 , 60.0
2024/5/14 21:0:0 , 26.50 , 62.0
2024/5/14 21:30:0 , 26.50 , 64.0
2024/5/14 22:0:0 , 26.40 , 64.0
2024/5/14 22:30:0 , 26.40 , 65.0
2024/5/14 23:0:0 , 26.40 , 66.0
2024/5/14 23:30:0 , 26.30 , 66.0
2024/5/15 0:0:0 , 26.30 , 66.0
2024/5/15 0:30:0 , 26.0 , 62.0
2024/5/15 1:0:0 , 25.80 , 64.0
2024/5/15 1:30:0 , 25.60 , 65.0
2024/5/15 2:0:0 , 25.40 , 65.0
2024/5/15 2:30:0 , 25.30 , 66.0
2024/5/15 3:0:0 , 25.10 , 66.0
2024/5/15 3:30:0 , 25.0 , 66.0
2024/5/15 4:0:0 , 24.90 , 66.0
2024/5/15 4:30:0 , 24.90 , 67.0
2024/5/15 5:0:0 , 24.80 , 67.0
2024/5/15 5:30:0 , 24.70 , 67.0
2024/5/15 6:0:0 , 24.80 , 66.0
2024/5/15 6:30:0 , 25.0 , 66.0
2024/5/15 7:0:0 , 25.20 , 62.0
2024/5/15 7:30:0 , 25.80 , 63.0
2024/5/15 8:0:0 , 26.10 , 62.0
2024/5/15 8:30:0 , 26.30 , 62.0
2024/5/15 9:0:0 , 26.40 , 61.0
2024/5/15 9:30:0 , 26.40 , 55.0
2024/5/15 10:0:0 , 26.60 , 53.0
2024/5/15 10:30:0 , 27.20 , 51.0
2024/5/15 11:0:0 , 27.30 , 51.0
2024/5/15 11:30:0 , 27.40 , 51.0
2024/5/15 12:0:0 , 27.50 , 55.0
2024/5/15 12:30:0 , 27.70 , 57.0
2024/5/15 13:0:0 , 27.50 , 57.0
2024/5/15 13:30:0 , 27.40 , 57.0
2024/5/15 14:0:0 , 27.50 , 57.0
2024/5/15 14:30:0 , 27.50 , 57.0
2024/5/15 15:0:0 , 27.50 , 56.0
2024/5/15 15:30:0 , 27.60 , 54.0
2024/5/15 16:0:0 , 27.60 , 52.0
2024/5/15 16:30:0 , 27.60 , 50.0
2024/5/15 17:0:0 , 27.60 , 49.0
2024/5/15 17:30:0 , 27.40 , 49.0
2024/5/15 18:0:0 , 27.40 , 48.0
2024/5/15 18:30:0 , 27.40 , 49.0
2024/5/15 19:0:0 , 27.20 , 45.0
2024/5/15 19:30:0 , 26.90 , 45.0
2024/5/15 20:0:0 , 26.70 , 44.0
2024/5/15 20:30:0 , 26.60 , 43.0
2024/5/15 21:0:0 , 26.40 , 43.0
2024/5/15 21:30:0 , 26.10 , 43.0
2024/5/15 22:0:0 , 25.90 , 43.0
2024/5/15 22:30:0 , 25.90 , 43.0
2024/5/15 23:0:0 , 25.70 , 43.0
2024/5/15 23:30:0 , 25.50 , 44.0
2024/5/16 0:0:0 , 25.50 , 46.0
2024/5/16 0:30:0 , 25.60 , 48.0
2024/5/16 1:0:0 , 25.60 , 48.0
2024/5/16 1:30:0 , 25.40 , 48.0
2024/5/16 2:0:0 , 25.20 , 50.0
2024/5/16 2:30:0 , 25.0 , 50.0
2024/5/16 3:0:0 , 25.0 , 52.0
2024/5/16 3:30:0 , 24.80 , 53.0
2024/5/16 4:0:0 , 24.80 , 54.0
2024/5/16 4:30:0 , 24.70 , 55.0
2024/5/16 5:0:0 , 24.50 , 55.0
2024/5/16 5:30:0 , 24.50 , 56.0
2024/5/16 6:0:0 , 24.40 , 54.0
2024/5/16 6:30:0 , 24.60 , 55.0
2024/5/16 7:0:0 , 24.90 , 52.0
2024/5/16 7:30:0 , 25.70 , 52.0
2024/5/16 8:0:0 , 26.0 , 51.0
2024/5/16 8:30:0 , 26.30 , 51.0
2024/5/16 9:0:0 , 26.50 , 51.0
2024/5/16 9:30:0 , 26.60 , 51.0
2024/5/16 10:0:0 , 26.80 , 50.0
2024/5/16 10:30:0 , 27.10 , 51.0
2024/5/16 11:0:0 , 27.20 , 51.0
2024/5/16 11:30:0 , 27.20 , 51.0
2024/5/16 12:0:0 , 27.20 , 52.0
2024/5/16 12:30:0 , 27.20 , 52.0
2024/5/16 13:0:0 , 27.20 , 52.0
2024/5/16 13:30:0 , 27.30 , 53.0
2024/5/16 14:0:0 , 27.50 , 53.0
2024/5/16 14:30:0 , 27.50 , 53.0
2024/5/16 15:0:0 , 27.60 , 54.0
2024/5/16 15:30:0 , 27.60 , 53.0
2024/5/16 16:0:0 , 27.60 , 54.0
2024/5/16 16:30:0 , 27.70 , 54.0
2024/5/16 17:0:0 , 27.90 , 55.0
2024/5/16 17:30:0 , 27.90 , 55.0
2024/5/16 18:0:0 , 27.70 , 56.0
2024/5/16 18:30:0 , 27.50 , 57.0
2024/5/16 19:0:0 , 27.40 , 58.0
2024/5/16 19:30:0 , 27.30 , 58.0
2024/5/16 20:0:0 , 27.30 , 59.0
2024/5/16 20:30:0 , 27.10 , 62.0
2024/5/16 21:0:0 , 27.10 , 64.0
2024/5/16 21:30:0 , 27.0 , 63.0
2024/5/16 22:0:0 , 26.90 , 63.0
2024/5/16 22:30:0 , 26.90 , 64.0
2024/5/16 23:0:0 , 26.80 , 64.0
2024/5/16 23:30:0 , 26.80 , 64.0
2024/5/17 0:0:0 , 26.70 , 64.0
2024/5/17 0:30:0 , 26.50 , 65.0
2024/5/17 1:0:0 , 26.10 , 66.0
2024/5/17 1:30:0 , 26.0 , 67.0
2024/5/17 2:0:0 , 25.80 , 68.0
2024/5/17 2:30:0 , 25.60 , 68.0
2024/5/17 3:0:0 , 25.50 , 67.0
2024/5/17 3:30:0 , 25.40 , 67.0
2024/5/17 4:0:0 , 25.30 , 66.0
2024/5/17 4:30:0 , 25.30 , 67.0
2024/5/17 5:0:0 , 25.20 , 66.0
2024/5/17 5:30:0 , 25.10 , 67.0
2024/5/17 6:0:0 , 25.10 , 66.0
2024/5/17 6:30:0 , 25.30 , 67.0
2024/5/17 7:0:0 , 25.60 , 67.0
2024/5/17 7:30:0 , 26.20 , 64.0
2024/5/17 8:0:0 , 26.60 , 63.0
2024/5/17 8:30:0 , 26.80 , 61.0
2024/5/17 9:0:0 , 26.90 , 61.0
2024/5/17 9:30:0 , 27.10 , 60.0
2024/5/17 10:0:0 , 27.30 , 63.0
2024/5/17 10:30:0 , 27.50 , 61.0
2024/5/17 11:0:0 , 27.70 , 58.0
2024/5/17 11:30:0 , 27.80 , 59.0
2024/5/17 12:0:0 , 27.80 , 58.0
2024/5/17 12:30:0 , 27.90 , 57.0
2024/5/17 13:0:0 , 27.90 , 55.0
2024/5/17 13:30:0 , 27.90 , 56.0
2024/5/17 14:0:0 , 27.80 , 59.0
2024/5/17 14:30:0 , 28.0 , 58.0
2024/5/17 15:0:0 , 28.30 , 56.0
2024/5/17 15:30:0 , 28.50 , 55.0
2024/5/17 16:0:0 , 28.50 , 55.0
2024/5/17 16:30:0 , 28.60 , 54.0
2024/5/17 17:0:0 , 28.60 , 55.0
2024/5/17 17:30:0 , 28.60 , 56.0
2024/5/17 18:0:0 , 28.40 , 55.0
2024/5/17 18:30:0 , 28.50 , 57.0
2024/5/17 19:0:0 , 28.30 , 57.0
2024/5/17 19:30:0 , 28.20 , 57.0
2024/5/17 20:0:0 , 28.20 , 60.0
